label,key,wave,stance_1,stance_2,polarity,explicitness,strength,topic_1,topic_2,topic_conf_1,topic_conf_2,assigned_prob_1,assigned_prob_2
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,Friends regularly eat meat together,Meat eating is a tradition in my community,positive,explicit,90,9,1,1.0,0.0520164210873149,1.0,0.0314243330520186
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,I prefer meat protein sources,My spouse values protein for fitness,positive,explicit,70,14,10,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,I work out and lift weights,Protein is important to me,positive,explicit,95,-1,10,0.0233444840744199,0.4125746240820322,,0.4125746240820322
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,I prefer meat protein sources,I work out and lift weights,positive,explicit,75,14,-1,1.0,0.0233444840744199,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,I work out and lift weights,My spouse values protein for fitness,positive,explicit,80,-1,10,0.0233444840744199,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,I work out and lift weights,I eat a lot of chicken,positive,implicit,40,-1,-1,0.0233444840744199,0.224230301372829,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,Meat eating is a tradition in my community,My spouse values protein for fitness,positive,implicit,25,1,10,0.0520164210873149,1.0,0.0314243330520186,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,Meat eating is a tradition in my community,Protein is important to me,positive,implicit,30,1,10,0.0520164210873149,0.4125746240820322,0.0314243330520186,0.4125746240820322
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,Friends regularly eat meat together,Meat eating is a tradition in my community,positive,explicit,85,9,1,1.0,0.0520164210873149,1.0,0.0314243330520186
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,ebffac6e5df1cc08,1,The cost of beef is high,I eat a lot of chicken,positive,implicit,25,0,-1,1.0,0.224230301372829,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I am concerned about meat origins and labeling,I avoid lab-grown or 3D printed meat,positive,explicit,100,-1,0,0.1858205721876753,0.0846354602867962,,0.0564052296519433
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I am concerned about meat origins and labeling,"I seek organic, pasture-raised, grass-fed meat",positive,explicit,95,-1,0,0.1858205721876753,0.0985358558125193,,0.0985358558125193
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I am concerned about meat origins and labeling,I plan to continue eating meat,positive,implicit,30,-1,19,0.1858205721876753,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I am concerned about meat origins and labeling,I have budget and money worries,negative,implicit,30,-1,6,0.1858205721876753,0.0253982628024955,,0.0253982628024955
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I avoid lab-grown or 3D printed meat,I plan to continue eating meat,positive,implicit,35,0,19,0.0846354602867962,1.0,0.0564052296519433,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I avoid lab-grown or 3D printed meat,"I seek organic, pasture-raised, grass-fed meat",positive,explicit,75,0,0,0.0846354602867962,0.0985358558125193,0.0564052296519433,0.0985358558125193
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I avoid lab-grown or 3D printed meat,I want optimal health from protein and iron,positive,implicit,40,0,-1,0.0846354602867962,0.0453962948571262,0.0564052296519433,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I have always eaten meat,I plan to continue eating meat,positive,explicit,95,18,19,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I have always eaten meat,Meat is a part of everyday life,positive,explicit,90,18,-1,1.0,0.1252955100053335,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I have always eaten meat,Most people I know eat meat regularly,positive,explicit,80,18,27,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I have always eaten meat,I want optimal health from protein and iron,positive,implicit,35,18,-1,1.0,0.0453962948571262,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I plan to continue eating meat,Meat is a part of everyday life,positive,explicit,95,19,-1,1.0,0.1252955100053335,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I plan to continue eating meat,Most people I know eat meat regularly,positive,implicit,65,19,27,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I plan to continue eating meat,I want optimal health from protein and iron,positive,explicit,70,19,-1,1.0,0.0453962948571262,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I have budget and money worries,I plan to continue eating meat,negative,explicit,60,6,19,0.0253982628024955,1.0,0.0253982628024955,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,"I seek organic, pasture-raised, grass-fed meat",I want optimal health from protein and iron,positive,explicit,70,0,-1,0.0985358558125193,0.0453962948571262,0.0985358558125193,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I have budget and money worries,"I seek organic, pasture-raised, grass-fed meat",negative,explicit,75,6,0,0.0253982628024955,0.0985358558125193,0.0253982628024955,0.0985358558125193
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I have budget and money worries,Meat is a part of everyday life,negative,explicit,30,6,-1,0.0253982628024955,0.1252955100053335,0.0253982628024955,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,436f8fdfd9f19736,1,I have budget and money worries,Most people I know eat meat regularly,negative,explicit,35,6,27,0.0253982628024955,1.0,0.0253982628024955,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I am open to a balanced diet,I mostly eat meat,negative,explicit,60,8,18,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I am open to a balanced diet,I want to eat healthier meals,positive,explicit,80,8,8,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I am open to a balanced diet,I will eat more vegetables if prepared deliciously,positive,explicit,85,8,-1,1.0,0.0281156453328071,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I mostly eat meat,Meat tastes better to me,positive,explicit,95,18,-1,1.0,0.0574933610484187,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I mostly eat meat,I need more protein,positive,explicit,85,18,10,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I mostly eat meat,My family eats more meat,positive,explicit,80,18,1,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I want to eat healthier meals,I am open to a balanced diet,positive,explicit,80,8,8,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I want to eat healthier meals,I will eat more vegetables if prepared deliciously,positive,implicit,65,8,-1,1.0,0.0281156453328071,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9cfb62646c810049,1,I will eat more vegetables if prepared deliciously,Meat tastes better to me,negative,explicit,65,-1,-1,0.0281156453328071,0.0574933610484187,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,84ca074474b9b6ad,1,I am comfortable with my meat routine,I enjoy eating meat,positive,implicit,55,17,-1,0.1470119596717805,0.012541297586808,0.1470119596717805,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,84ca074474b9b6ad,1,I am comfortable with my meat routine,I find lean meats easiest for protein,positive,implicit,40,17,14,0.1470119596717805,1.0,0.1470119596717805,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,84ca074474b9b6ad,1,I am comfortable with my meat routine,I prefer to eat chicken,positive,explicit,60,17,21,0.1470119596717805,1.0,0.1470119596717805,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,84ca074474b9b6ad,1,I find lean meats easiest for protein,I do not like beans,positive,explicit,85,14,-1,1.0,0.0723302567162215,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,84ca074474b9b6ad,1,I find lean meats easiest for protein,I prefer to eat chicken,positive,implicit,60,14,21,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,84ca074474b9b6ad,1,I enjoy eating meat,I prefer to eat chicken,positive,implicit,40,-1,21,0.012541297586808,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,84ca074474b9b6ad,1,I prefer to eat chicken,My family does not eat much red meat,positive,explicit,90,21,2,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,337e9146d26fc3eb,1,I am encouraged by my sister,I try to limit beef and pork,positive,explicit,90,1,-1,0.1887290528658052,0.1238566735275369,0.1887290528658052,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,337e9146d26fc3eb,1,I have high blood pressure,I try to limit beef and pork,positive,explicit,100,-1,-1,0.0771669773967171,0.1238566735275369,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,337e9146d26fc3eb,1,I believe lean meats are healthier,I try to limit beef and pork,positive,explicit,100,-1,-1,0.3278385437606761,0.1238566735275369,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,337e9146d26fc3eb,1,I look for alternative protein sources,I try to limit beef and pork,positive,explicit,80,10,-1,0.9241236199500332,0.1238566735275369,0.9241236199500332,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,Cooking at home improves my health,We avoid fast food at home,positive,explicit,80,26,-1,1.0,0.0884013556899869,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,Cooking at home improves my health,I try to eat meat more healthily,positive,explicit,70,26,-1,1.0,0.1569861960050765,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,Cooking at home improves my health,My wife has liver issues,positive,implicit,60,26,-1,1.0,0.1733002270246157,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,Cooking at home improves my health,We avoid fast food at home,positive,explicit,80,26,-1,1.0,0.0884013556899869,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,Friends prioritize convenience over health,We avoid fast food at home,negative,explicit,70,16,-1,0.6571314099972608,0.0884013556899869,0.6571314099972608,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,Friends prioritize convenience over health,I try to eat meat more healthily,negative,implicit,50,16,-1,0.6571314099972608,0.1569861960050765,0.6571314099972608,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,Friends prioritize convenience over health,Cooking at home improves my health,negative,implicit,50,16,26,0.6571314099972608,1.0,0.6571314099972608,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,Friends prioritize convenience over health,My wife has liver issues,negative,implicit,40,16,-1,0.6571314099972608,0.1733002270246157,0.6571314099972608,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I eat meat for dinner every night,I enjoy eating meat,positive,explicit,90,17,-1,1.0,0.0125847277061853,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I eat meat for dinner every night,I feel healthy eating meat,positive,explicit,80,17,-1,1.0,0.4530461107186526,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I enjoy eating meat,I feel healthy eating meat,positive,explicit,80,-1,-1,0.0125847277061853,0.4530461107186526,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I eat meat for dinner every night,I try to eat meat more healthily,positive,explicit,70,17,-1,1.0,0.1569861960050765,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I try to eat meat more healthily,My wife has liver issues,positive,explicit,80,-1,-1,0.1569861960050765,0.1733002270246157,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I eat meat for dinner every night,We avoid fast food at home,positive,explicit,60,17,-1,1.0,0.0884013556899869,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I try to eat meat more healthily,We avoid fast food at home,positive,explicit,70,-1,-1,0.1569861960050765,0.0884013556899869,,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I switched to eating meat as an adult,I enjoy eating meat,positive,explicit,80,23,-1,1.0,0.0125847277061853,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,c7383a60cb3d5477,1,I switched to eating meat as an adult,I feel healthy eating meat,positive,explicit,80,23,-1,1.0,0.4530461107186526,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,Eating meat is a family tradition,I enjoy the taste of meat,positive,implicit,50,1,25,0.0476724278574261,1.0,0.0338229900290731,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,Eating meat is a family tradition,My family serves meat with every meal,positive,explicit,90,1,1,0.0476724278574261,0.636512334482408,0.0338229900290731,0.636512334482408
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,I enjoy the taste of meat,My typical meals usually include meat,positive,explicit,70,25,12,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,I believe meat is healthy and high protein,My typical meals usually include meat,positive,explicit,65,11,12,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,Eating meat is a family tradition,My typical meals usually include meat,positive,explicit,80,1,12,0.0476724278574261,1.0,0.0338229900290731,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,Eating meat is a family tradition,My mother avoids pork for health reasons,negative,explicit,60,1,-1,0.0476724278574261,0.0541759104439583,0.0338229900290731,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,I believe meat is healthy and high protein,I increase chicken and fish for weight loss,positive,explicit,70,11,3,1.0,0.805167982051312,1.0,0.805167982051312
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,I believe meat is healthy and high protein,My mother avoids pork for health reasons,negative,explicit,50,11,-1,1.0,0.0541759104439583,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,9c82fc4c36156f08,1,I increase chicken and fish for weight loss,I believe meat is healthy and high protein,positive,explicit,70,3,11,0.805167982051312,1.0,0.805167982051312,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I abstain from red meat for months,I cook pork chops at home,negative,explicit,65,2,26,0.7027210321501691,1.0,0.7027210321501691,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I abstain from red meat for months,I eat steak when dining out,negative,explicit,75,2,22,0.7027210321501691,1.0,0.7027210321501691,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I abstain from red meat for months,I love eating red meat,negative,explicit,80,2,2,0.7027210321501691,1.0,0.7027210321501691,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I abstain from red meat for months,I think moderation is important,positive,implicit,40,2,-1,0.7027210321501691,0.2831024992521721,0.7027210321501691,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I cook less red meat for my family,My partner avoids eating red meat,positive,explicit,90,2,2,1.0,0.2713830591215089,1.0,0.2713830591215089
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I cook less red meat for my family,My partner believes avoiding red meat is healthier,positive,explicit,80,2,2,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I cook pork chops at home,My partner avoids eating red meat,negative,explicit,65,26,2,1.0,0.2713830591215089,1.0,0.2713830591215089
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I cook pork chops at home,My partner believes avoiding red meat is healthier,negative,implicit,60,26,2,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I eat steak when dining out,I think moderation is important,positive,explicit,55,22,-1,1.0,0.2831024992521721,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I eat steak when dining out,I love eating red meat,positive,implicit,70,22,2,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I love eating red meat,I think moderation is important,positive,explicit,60,2,-1,1.0,0.2831024992521721,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I love eating red meat,My partner avoids eating red meat,negative,explicit,75,2,2,1.0,0.2713830591215089,1.0,0.2713830591215089
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I love eating red meat,My partner believes avoiding red meat is healthier,negative,explicit,65,2,2,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I want to gain or keep weight,I love eating red meat,positive,explicit,60,8,2,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I use smoked sausage when cooking,My partner avoids eating red meat,negative,implicit,55,-1,2,0.0199670997827213,0.2713830591215089,,0.2713830591215089
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,I cook less red meat for my family,I think moderation is important,positive,implicit,50,2,-1,1.0,0.2831024992521721,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24905a929f5aaec2,1,My partner avoids eating red meat,My partner believes avoiding red meat is healthier,positive,explicit,95,2,2,0.2713830591215089,1.0,0.2713830591215089,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,Eating meat is a habit,I eat meat occasionally,positive,explicit,85,-1,18,0.0494660632576037,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,Eating meat is a habit,My friends and family eat meat regularly,positive,explicit,75,-1,9,0.0494660632576037,0.17486344041659,,0.17486344041659
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I am concerned about meat cost,I eat less meat than before,positive,explicit,95,0,7,1.0,0.1316522093674204,1.0,0.1316522093674204
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I am concerned about meat cost,I substitute meat with cheese or eggs,positive,explicit,95,0,-1,1.0,0.0317779595419814,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I eat less meat than before,I substitute meat with cheese or eggs,positive,explicit,70,7,-1,0.1316522093674204,0.0317779595419814,0.1316522093674204,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I enjoy the taste of meat,I eat meat occasionally,positive,explicit,95,25,18,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I enjoy the taste of meat,I value meat for protein and nutrition,positive,implicit,40,25,14,1.0,0.7632964906060727,1.0,0.7632964906060727
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I enjoy the taste of meat,I substitute meat with cheese or eggs,negative,implicit,35,25,-1,1.0,0.0317779595419814,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I eat less meat than before,I enjoy the taste of meat,negative,implicit,30,7,25,0.1316522093674204,1.0,0.1316522093674204,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I eat less meat than before,I value meat for protein and nutrition,negative,implicit,30,7,14,0.1316522093674204,0.7632964906060727,0.1316522093674204,0.7632964906060727
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,Eating meat is a habit,I enjoy the taste of meat,positive,explicit,60,-1,25,0.0494660632576037,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I eat meat occasionally,I substitute meat with cheese or eggs,positive,explicit,40,18,-1,1.0,0.0317779595419814,1.0,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,I substitute meat with cheese or eggs,I value meat for protein and nutrition,positive,explicit,40,-1,14,0.0317779595419814,0.7632964906060727,,0.7632964906060727
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,My friends and family eat meat regularly,Eating meat is a habit,positive,explicit,75,9,-1,0.17486344041659,0.0494660632576037,0.17486344041659,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,298335236c158975,1,My friends and family eat meat regularly,I eat meat occasionally,positive,explicit,60,9,18,0.17486344041659,1.0,0.17486344041659,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for nutrients,I eat meat for taste,positive,explicit,75,19,-1,0.2219528757726277,0.0133154606370409,0.2219528757726277,
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for nutrients,I eat one meat meal per day,positive,explicit,65,19,15,0.2219528757726277,1.0,0.2219528757726277,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for nutrients,My household needs meat to live,positive,explicit,85,19,1,0.2219528757726277,0.3189544141842754,0.2219528757726277,0.3189544141842754
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for taste,I eat one meat meal per day,positive,explicit,55,-1,15,0.0133154606370409,1.0,,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for taste,People in my household eat more meat,positive,implicit,30,-1,9,0.0133154606370409,0.1548872658412775,,0.1461766244383532
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for taste,No one considers eating less meat,positive,implicit,55,-1,7,0.0133154606370409,0.2155684362607131,,0.1017214259601395
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for nutrients,No one considers eating less meat,positive,implicit,60,19,7,0.2219528757726277,0.2155684362607131,0.2219528757726277,0.1017214259601395
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for nutrients,People in my household eat more meat,positive,explicit,70,19,9,0.2219528757726277,0.1548872658412775,0.2219528757726277,0.1461766244383532
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for nutrients,Meat is available to cook,positive,implicit,30,19,12,0.2219528757726277,1.0,0.2219528757726277,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for nutrients,Meat is affordable,positive,implicit,35,19,0,0.2219528757726277,1.0,0.2219528757726277,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat meat for nutrients,My household needs meat to live,positive,explicit,85,19,1,0.2219528757726277,0.3189544141842754,0.2219528757726277,0.3189544141842754
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat one meat meal per day,People in my household eat more meat,positive,explicit,65,15,9,1.0,0.1548872658412775,1.0,0.1461766244383532
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat one meat meal per day,Meat is available to cook,positive,explicit,50,15,12,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,I eat one meat meal per day,Meat is affordable,positive,explicit,40,15,0,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,Meat is available to cook,Meat is affordable,positive,explicit,50,12,0,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,People in my household eat more meat,My household needs meat to live,positive,implicit,40,9,1,0.1548872658412775,0.3189544141842754,0.1461766244383532,0.3189544141842754
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,No one considers eating less meat,My household needs meat to live,positive,explicit,75,7,1,0.2155684362607131,0.3189544141842754,0.1017214259601395,0.3189544141842754
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,No one considers eating less meat,People in my household eat more meat,positive,implicit,50,7,9,0.2155684362607131,0.1548872658412775,0.1017214259601395,0.1461766244383532
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,Meat is available to cook,My household needs meat to live,positive,implicit,30,12,1,1.0,0.3189544141842754,1.0,0.3189544141842754
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,24ea44f928c011ba,1,Meat is affordable,My household needs meat to live,positive,implicit,35,0,1,1.0,0.3189544141842754,1.0,0.3189544141842754
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,8371a2887ae72076,1,I buy fried chicken from stores,I buy pre-packaged meat for sandwiches,positive,implicit,60,21,0,1.0,0.104522182193984,1.0,0.104522182193984
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,8371a2887ae72076,1,I buy fried chicken from stores,I cannot cook meat currently,positive,explicit,85,21,12,1.0,1.0,1.0,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,8371a2887ae72076,1,I buy pre-packaged meat for sandwiches,I cannot cook meat currently,positive,explicit,80,0,12,0.104522182193984,1.0,0.104522182193984,1.0
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,8371a2887ae72076,1,I buy fried chicken from stores,Price is my main motivation,positive,explicit,70,21,6,1.0,0.0310097004259423,1.0,0.0310097004259423
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,8371a2887ae72076,1,I buy pre-packaged meat for sandwiches,Price is my main motivation,positive,implicit,55,0,6,0.104522182193984,0.0310097004259423,0.104522182193984,0.0310097004259423
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,8371a2887ae72076,1,I cannot cook meat currently,I would eat more meat if possible,negative,explicit,90,12,7,1.0,0.498005761257576,1.0,0.498005761257576
01__all-MiniLM-L6-v2__run_20260210_222546_aeba978b,8371a2887ae72076,1,I love the taste of meat,I would eat more meat if possible,positive,explicit,90,24,7,1.0,0.498005761257576,1.0,0.498005761257576
